rate_plan_id,room_type_id,plan_type,name,price_delta,currency,cancellation_window_hours,cancellation_penalty_pct,includes_breakfast,min_stay_nights,status,updated_at
rtp_ce41706d,rmt_6b804d20,long_stay,Long Stay,-1169.52,INR,48,10,0,3,active,2026-08-18T10:00:00+05:30
rtp_760b6e4e,rmt_0b9115b1,full_board,Full Board,1891.44,INR,24,10,1,1,active,2026-08-18T10:00:00+05:30
rtp_e59fc070,rmt_0b9115b1,refundable,Refundable,810.62,INR,48,0,0,1,active,2026-08-18T10:00:00+05:30
rtp_d5f86b22,rmt_16e525d2,refundable,Refundable,1013.27,INR,48,10,0,1,active,2026-08-18T10:00:00+05:30
rtp_31f16d29,rmt_16e525d2,long_stay,Long Stay,-1266.59,INR,24,0,0,3,active,2026-08-18T10:00:00+05:30
rtp_e07364d7,rmt_4da4065d,refundable,Refundable,1296.99,INR,24,25,0,1,active,2026-08-18T10:00:00+05:30
rtp_8c9e40e7,rmt_4da4065d,non_refundable,Non Refundable,-1080.82,INR,0,100,0,1,active,2026-08-18T10:00:00+05:30
rtp_a857887f,rmt_1e984702,breakfast_included,Breakfast Included,1188.90,INR,48,10,1,1,active,2026-08-18T10:00:00+05:30
rtp_0466a610,rmt_1e984702,refundable,Refundable,1783.35,INR,24,25,0,1,active,2026-08-18T10:00:00+05:30
rtp_31e74727,rmt_55863f33,long_stay,Long Stay,-253.68,INR,48,25,0,3,active,2026-08-18T10:00:00+05:30
rtp_a3dac874,rmt_55863f33,half_board,Half Board,304.42,INR,72,0,1,1,active,2026-08-18T10:00:00+05:30
rtp_621b75cf,rmt_693809d0,breakfast_included,Breakfast Included,169.12,INR,48,10,1,1,active,2026-08-18T10:00:00+05:30
rtp_00c1e275,rmt_693809d0,long_stay,Long Stay,-317.10,INR,48,25,0,3,active,2026-08-18T10:00:00+05:30
rtp_525e9521,rmt_69fb5df6,breakfast_included,Breakfast Included,216.48,INR,72,25,1,1,active,2026-08-18T10:00:00+05:30
rtp_d4f96240,rmt_69fb5df6,refundable,Refundable,324.72,INR,72,0,0,1,active,2026-08-18T10:00:00+05:30
rtp_7f9b2102,rmt_169b1014,breakfast_included,Breakfast Included,297.66,INR,24,25,1,1,active,2026-08-18T10:00:00+05:30
rtp_94561a3f,rmt_169b1014,half_board,Half Board,669.72,INR,24,0,1,1,active,2026-08-18T10:00:00+05:30
rtp_06a18e52,rmt_093f1827,breakfast_included,Breakfast Included,473.39,INR,24,10,1,1,active,2026-08-18T10:00:00+05:30
rtp_72d439b2,rmt_093f1827,full_board,Full Board,1656.87,INR,24,0,1,1,active,2026-08-18T10:00:00+05:30
rtp_068d53a2,rmt_95c0de07,full_board,Full Board,2071.09,INR,72,10,1,1,active,2026-08-18T10:00:00+05:30
rtp_26cc1897,rmt_95c0de07,refundable,Refundable,887.61,INR,24,0,0,1,active,2026-08-18T10:00:00+05:30
rtp_96dd86f6,rmt_466c1e57,half_board,Half Board,1704.21,INR,48,25,1,1,active,2026-08-18T10:00:00+05:30
rtp_8f2156b3,rmt_466c1e57,breakfast_included,Breakfast Included,757.43,INR,48,0,1,1,active,2026-08-18T10:00:00+05:30
rtp_06967a43,rmt_498722f7,full_board,Full Board,3645.12,INR,48,0,1,1,active,2026-08-18T10:00:00+05:30
rtp_4f1d6143,rmt_498722f7,long_stay,Long Stay,-1952.74,INR,48,25,0,3,active,2026-08-18T10:00:00+05:30
rtp_ca3f5c15,rmt_d7fc6eac,long_stay,Long Stay,-334.74,INR,24,10,0,3,active,2026-08-18T10:00:00+05:30
rtp_4e3ec6be,rmt_d7fc6eac,refundable,Refundable,267.79,INR,72,10,0,1,active,2026-08-18T10:00:00+05:30
rtp_ac6fb5f2,rmt_ce7264de,long_stay,Long Stay,-418.43,INR,48,0,0,3,active,2026-08-18T10:00:00+05:30
rtp_913accf4,rmt_ce7264de,refundable,Refundable,334.74,INR,72,0,0,1,active,2026-08-18T10:00:00+05:30
rtp_724be44d,rmt_4d20e260,refundable,Refundable,428.47,INR,72,25,0,1,active,2026-08-18T10:00:00+05:30
rtp_b72a458f,rmt_4d20e260,breakfast_included,Breakfast Included,285.65,INR,72,25,1,1,active,2026-08-18T10:00:00+05:30
rtp_a944a83f,rmt_039a87b5,long_stay,Long Stay,-736.43,INR,48,25,0,3,active,2026-08-18T10:00:00+05:30
rtp_d4a043b4,rmt_039a87b5,half_board,Half Board,883.72,INR,72,0,1,1,active,2026-08-18T10:00:00+05:30
rtp_07458039,rmt_cbb0df6c,half_board,Half Board,617.66,INR,72,10,1,1,active,2026-08-18T10:00:00+05:30
rtp_89964352,rmt_cbb0df6c,breakfast_included,Breakfast Included,274.52,INR,24,0,1,1,active,2026-08-18T10:00:00+05:30
rtp_61036db9,rmt_8a3c3697,half_board,Half Board,772.08,INR,72,10,1,1,active,2026-08-18T10:00:00+05:30
rtp_65001734,rmt_8a3c3697,breakfast_included,Breakfast Included,343.14,INR,72,0,1,1,active,2026-08-18T10:00:00+05:30
rtp_00fe2632,rmt_8203d582,full_board,Full Board,1537.29,INR,72,10,1,1,active,2026-08-18T10:00:00+05:30
rtp_c81e1718,rmt_8203d582,half_board,Half Board,988.26,INR,72,0,1,1,active,2026-08-18T10:00:00+05:30
rtp_da30ada4,rmt_ebdd19b2,refundable,Refundable,905.90,INR,48,10,0,1,active,2026-08-18T10:00:00+05:30
rtp_ef5de686,rmt_ebdd19b2,half_board,Half Board,1358.85,INR,48,10,1,1,active,2026-08-18T10:00:00+05:30
rtp_77d71854,rmt_36ac3085,breakfast_included,Breakfast Included,398.27,INR,72,25,1,1,active,2026-08-18T10:00:00+05:30
rtp_fcf622cc,rmt_36ac3085,non_refundable,Non Refundable,-497.83,INR,0,100,0,1,active,2026-08-18T10:00:00+05:30
rtp_8d8dd44b,rmt_eaf663ad,refundable,Refundable,746.75,INR,24,10,0,1,active,2026-08-18T10:00:00+05:30
rtp_06930895,rmt_eaf663ad,non_refundable,Non Refundable,-622.29,INR,0,100,0,1,active,2026-08-18T10:00:00+05:30
rtp_f62dea57,rmt_c74c450f,full_board,Full Board,2230.30,INR,48,10,1,1,active,2026-08-18T10:00:00+05:30
rtp_cfeb16f1,rmt_c74c450f,refundable,Refundable,955.84,INR,48,25,0,1,active,2026-08-18T10:00:00+05:30
rtp_f4b3f7e0,rmt_d74c67e8,non_refundable,Non Refundable,-1095.23,INR,0,100,0,1,active,2026-08-18T10:00:00+05:30
rtp_b0850dfb,rmt_d74c67e8,half_board,Half Board,1971.42,INR,48,25,1,1,active,2026-08-18T10:00:00+05:30
rtp_3106c16d,rmt_35141503,full_board,Full Board,2940.96,INR,24,0,1,1,active,2026-08-18T10:00:00+05:30
rtp_1d3272e0,rmt_35141503,breakfast_included,Breakfast Included,840.28,INR,48,25,1,1,active,2026-08-18T10:00:00+05:30
rtp_275ba9f4,rmt_18d4ad52,half_board,Half Board,2363.27,INR,24,25,1,1,active,2026-08-18T10:00:00+05:30
rtp_82acf374,rmt_18d4ad52,non_refundable,Non Refundable,-1312.93,INR,0,100,0,1,active,2026-08-18T10:00:00+05:30
rtp_7c869886,rmt_f3f78d57,long_stay,Long Stay,-2520.83,INR,24,10,0,3,active,2026-08-18T10:00:00+05:30
rtp_5f91190d,rmt_f3f78d57,non_refundable,Non Refundable,-1680.55,INR,0,100,0,1,active,2026-08-18T10:00:00+05:30
rtp_db79f93b,rmt_67dcd384,half_board,Half Board,4159.36,INR,24,10,1,1,active,2026-08-18T10:00:00+05:30
rtp_2c3e555b,rmt_67dcd384,long_stay,Long Stay,-3466.14,INR,72,25,0,3,active,2026-08-18T10:00:00+05:30
rtp_385b25a7,rmt_56ab8a0a,non_refundable,Non Refundable,-162.08,INR,0,100,0,1,active,2026-08-18T10:00:00+05:30
rtp_a9d90648,rmt_56ab8a0a,refundable,Refundable,194.49,INR,24,10,0,1,active,2026-08-18T10:00:00+05:30
rtp_56ae3330,rmt_87180367,long_stay,Long Stay,-303.90,INR,48,10,0,3,active,2026-08-18T10:00:00+05:30
rtp_7eea21b1,rmt_87180367,half_board,Half Board,364.67,INR,48,0,1,1,active,2026-08-18T10:00:00+05:30
rtp_846d41f7,rmt_68485f3b,long_stay,Long Stay,-388.99,INR,48,10,0,3,active,2026-08-18T10:00:00+05:30
rtp_3e0f2bec,rmt_68485f3b,half_board,Half Board,466.79,INR,72,10,1,1,active,2026-08-18T10:00:00+05:30
rtp_7125cd76,rmt_47767cdd,non_refundable,Non Refundable,-356.57,INR,0,100,0,1,active,2026-08-18T10:00:00+05:30
rtp_7b08c738,rmt_47767cdd,full_board,Full Board,998.40,INR,72,0,1,1,active,2026-08-18T10:00:00+05:30
rtp_ec2e794a,rmt_eb1e0a09,full_board,Full Board,1116.19,INR,72,10,1,1,active,2026-08-18T10:00:00+05:30
rtp_77e9e526,rmt_eb1e0a09,refundable,Refundable,478.37,INR,24,10,0,1,active,2026-08-18T10:00:00+05:30
rtp_2e1e92e2,rmt_ce8c8b08,breakfast_included,Breakfast Included,398.64,INR,24,25,1,1,active,2026-08-18T10:00:00+05:30
rtp_c4350ff6,rmt_ce8c8b08,non_refundable,Non Refundable,-498.30,INR,0,100,0,1,active,2026-08-18T10:00:00+05:30
rtp_09e99963,rmt_4d079c91,half_board,Half Board,1148.08,INR,48,0,1,1,active,2026-08-18T10:00:00+05:30
rtp_8a673f47,rmt_4d079c91,refundable,Refundable,765.39,INR,24,10,0,1,active,2026-08-18T10:00:00+05:30
rtp_c7849234,rmt_74cb0474,half_board,Half Board,1578.61,INR,24,10,1,1,active,2026-08-18T10:00:00+05:30
rtp_ff975336,rmt_74cb0474,long_stay,Long Stay,-1315.51,INR,72,10,0,3,active,2026-08-18T10:00:00+05:30
rtp_54fd8fad,rmt_bbe2ad27,refundable,Refundable,354.67,INR,24,10,0,1,active,2026-08-18T10:00:00+05:30
rtp_809ae43c,rmt_bbe2ad27,full_board,Full Board,827.57,INR,48,10,1,1,active,2026-08-18T10:00:00+05:30
rtp_82dbef65,rmt_65be3cc2,full_board,Full Board,1034.45,INR,48,0,1,1,active,2026-08-18T10:00:00+05:30
rtp_5030520b,rmt_65be3cc2,refundable,Refundable,443.34,INR,72,0,0,1,active,2026-08-18T10:00:00+05:30
rtp_28364624,rmt_32063ec7,breakfast_included,Breakfast Included,378.32,INR,48,0,1,1,active,2026-08-18T10:00:00+05:30
rtp_43acbe5f,rmt_32063ec7,full_board,Full Board,1324.10,INR,72,10,1,1,active,2026-08-18T10:00:00+05:30
rtp_d706f5ee,rmt_67acf930,half_board,Half Board,1170.41,INR,24,25,1,1,active,2026-08-18T10:00:00+05:30
rtp_f4321ee7,rmt_67acf930,breakfast_included,Breakfast Included,520.18,INR,72,25,1,1,active,2026-08-18T10:00:00+05:30
rtp_92a442ca,rmt_e995c07b,non_refundable,Non Refundable,-344.89,INR,0,100,0,1,active,2026-08-18T10:00:00+05:30
rtp_b0061490,rmt_e995c07b,long_stay,Long Stay,-517.33,INR,48,0,0,3,active,2026-08-18T10:00:00+05:30
rtp_f659df48,rmt_fb35debd,long_stay,Long Stay,-646.66,INR,24,10,0,3,active,2026-08-18T10:00:00+05:30
rtp_7ddf51b0,rmt_fb35debd,full_board,Full Board,1207.10,INR,24,10,1,1,active,2026-08-18T10:00:00+05:30
rtp_1c3ef391,rmt_81879895,full_board,Full Board,1545.09,INR,48,10,1,1,active,2026-08-18T10:00:00+05:30
rtp_878abff7,rmt_81879895,long_stay,Long Stay,-827.73,INR,48,25,0,3,active,2026-08-18T10:00:00+05:30
rtp_22649851,rmt_a50b1a34,non_refundable,Non Refundable,-758.75,INR,0,100,0,1,active,2026-08-18T10:00:00+05:30
rtp_8cc0e75d,rmt_a50b1a34,half_board,Half Board,1365.75,INR,24,10,1,1,active,2026-08-18T10:00:00+05:30
rtp_814b0a77,rmt_1664a3ef,non_refundable,Non Refundable,-378.92,INR,0,100,0,1,active,2026-08-18T10:00:00+05:30
rtp_1e4ea18a,rmt_1664a3ef,breakfast_included,Breakfast Included,303.14,INR,72,25,1,1,active,2026-08-18T10:00:00+05:30
rtp_b37ffc37,rmt_9a44634e,half_board,Half Board,852.57,INR,48,10,1,1,active,2026-08-18T10:00:00+05:30
rtp_8f216104,rmt_9a44634e,refundable,Refundable,568.38,INR,72,10,0,1,active,2026-08-18T10:00:00+05:30
rtp_517c2990,rmt_4b888cdb,breakfast_included,Breakfast Included,485.02,INR,48,10,1,1,active,2026-08-18T10:00:00+05:30
rtp_cbb64782,rmt_4b888cdb,long_stay,Long Stay,-909.41,INR,24,25,0,3,active,2026-08-18T10:00:00+05:30
rtp_1294d3a0,rmt_4806123d,non_refundable,Non Refundable,-833.63,INR,0,100,0,1,active,2026-08-18T10:00:00+05:30
rtp_1c65bebd,rmt_4806123d,half_board,Half Board,1500.53,INR,48,0,1,1,active,2026-08-18T10:00:00+05:30
rtp_6b75f168,rmt_a499242d,half_board,Half Board,1164.41,INR,24,25,1,1,active,2026-08-18T10:00:00+05:30
rtp_ad105b92,rmt_a499242d,long_stay,Long Stay,-970.34,INR,72,0,0,3,active,2026-08-18T10:00:00+05:30
rtp_348f8542,rmt_df2d2be7,breakfast_included,Breakfast Included,646.89,INR,24,10,1,1,active,2026-08-18T10:00:00+05:30
rtp_63642915,rmt_df2d2be7,half_board,Half Board,1455.51,INR,24,0,1,1,active,2026-08-18T10:00:00+05:30
rtp_d5d5cd4c,rmt_0fc40170,half_board,Half Board,1863.06,INR,72,10,1,1,active,2026-08-18T10:00:00+05:30
rtp_57ad4df5,rmt_0fc40170,long_stay,Long Stay,-1552.55,INR,48,0,0,3,active,2026-08-18T10:00:00+05:30
rtp_344f633e,rmt_ea1bc834,full_board,Full Board,3984.87,INR,48,10,1,1,active,2026-08-18T10:00:00+05:30
rtp_13d2e0e0,rmt_ea1bc834,breakfast_included,Breakfast Included,1138.53,INR,24,25,1,1,active,2026-08-18T10:00:00+05:30
rtp_cd053bff,rmt_f8b487b4,half_board,Half Board,585.99,INR,72,25,1,1,active,2026-08-18T10:00:00+05:30
rtp_dc30af70,rmt_f8b487b4,long_stay,Long Stay,-488.33,INR,72,25,0,3,active,2026-08-18T10:00:00+05:30
rtp_97976422,rmt_6cc18233,non_refundable,Non Refundable,-406.94,INR,0,100,0,1,active,2026-08-18T10:00:00+05:30
rtp_db84958c,rmt_6cc18233,long_stay,Long Stay,-610.41,INR,24,10,0,3,active,2026-08-18T10:00:00+05:30
rtp_cf503a7c,rmt_79b9dffc,refundable,Refundable,625.06,INR,72,25,0,1,active,2026-08-18T10:00:00+05:30
rtp_1859ba08,rmt_79b9dffc,non_refundable,Non Refundable,-520.88,INR,0,100,0,1,active,2026-08-18T10:00:00+05:30
rtp_ae541295,rmt_f6cc532b,refundable,Refundable,859.46,INR,24,25,0,1,active,2026-08-18T10:00:00+05:30
rtp_32c35b36,rmt_f6cc532b,non_refundable,Non Refundable,-716.21,INR,0,100,0,1,active,2026-08-18T10:00:00+05:30
rtp_e598b9f6,rmt_fdc08ffa,long_stay,Long Stay,-861.59,INR,72,10,0,3,active,2026-08-18T10:00:00+05:30
rtp_d8888602,rmt_fdc08ffa,non_refundable,Non Refundable,-574.39,INR,0,100,0,1,active,2026-08-18T10:00:00+05:30
rtp_61c4b1a1,rmt_ba37d6d6,refundable,Refundable,861.59,INR,72,0,0,1,active,2026-08-18T10:00:00+05:30
rtp_98155d50,rmt_ba37d6d6,long_stay,Long Stay,-1076.98,INR,48,10,0,3,active,2026-08-18T10:00:00+05:30
rtp_e1712605,rmt_abf76879,non_refundable,Non Refundable,-919.03,INR,0,100,0,1,active,2026-08-18T10:00:00+05:30
rtp_b069b830,rmt_abf76879,refundable,Refundable,1102.83,INR,72,25,0,1,active,2026-08-18T10:00:00+05:30
rtp_f90046e2,rmt_f62c2e52,refundable,Refundable,1516.39,INR,24,25,0,1,active,2026-08-18T10:00:00+05:30
rtp_69dca515,rmt_f62c2e52,breakfast_included,Breakfast Included,1010.93,INR,24,0,1,1,active,2026-08-18T10:00:00+05:30
rtp_0f466daf,rmt_8e329c08,non_refundable,Non Refundable,-167.64,INR,0,100,0,1,active,2026-08-18T10:00:00+05:30
rtp_5a8936ea,rmt_8e329c08,half_board,Half Board,301.75,INR,72,10,1,1,active,2026-08-18T10:00:00+05:30
rtp_57d386f4,rmt_0d437b01,breakfast_included,Breakfast Included,167.64,INR,24,10,1,1,active,2026-08-18T10:00:00+05:30
rtp_a4dd879d,rmt_0d437b01,half_board,Half Board,377.18,INR,72,10,1,1,active,2026-08-18T10:00:00+05:30
rtp_4e5fb321,rmt_d98cf881,full_board,Full Board,751.02,INR,72,25,1,1,active,2026-08-18T10:00:00+05:30
rtp_983907bc,rmt_d98cf881,refundable,Refundable,321.86,INR,72,10,0,1,active,2026-08-18T10:00:00+05:30
rtp_ba1aee22,rmt_28b68b92,full_board,Full Board,1032.65,INR,24,25,1,1,active,2026-08-18T10:00:00+05:30
rtp_02e2d3e5,rmt_28b68b92,non_refundable,Non Refundable,-368.80,INR,0,100,0,1,active,2026-08-18T10:00:00+05:30
rtp_6e2c36c2,rmt_26f79673,half_board,Half Board,1392.15,INR,48,25,1,1,active,2026-08-18T10:00:00+05:30
rtp_6c24cec8,rmt_26f79673,long_stay,Long Stay,-1160.12,INR,72,10,0,3,active,2026-08-18T10:00:00+05:30
rtp_0316ca28,rmt_88ce3091,refundable,Refundable,1160.12,INR,24,0,0,1,active,2026-08-18T10:00:00+05:30
rtp_4e9adf2a,rmt_88ce3091,breakfast_included,Breakfast Included,773.42,INR,48,25,1,1,active,2026-08-18T10:00:00+05:30
rtp_327569da,rmt_f11f8933,refundable,Refundable,1484.96,INR,72,0,0,1,active,2026-08-18T10:00:00+05:30
rtp_64ab7cad,rmt_f11f8933,half_board,Half Board,2227.44,INR,72,0,1,1,active,2026-08-18T10:00:00+05:30
rtp_7a456eae,rmt_7da49a3b,full_board,Full Board,4764.24,INR,48,10,1,1,active,2026-08-18T10:00:00+05:30
rtp_5a8439b2,rmt_7da49a3b,non_refundable,Non Refundable,-1701.51,INR,0,100,0,1,active,2026-08-18T10:00:00+05:30
rtp_ea824b3f,rmt_55c522a8,breakfast_included,Breakfast Included,318.45,INR,24,25,1,1,active,2026-08-18T10:00:00+05:30
rtp_233baf2f,rmt_55c522a8,non_refundable,Non Refundable,-398.06,INR,0,100,0,1,active,2026-08-18T10:00:00+05:30
rtp_7f9bcd7b,rmt_b3a2ad07,refundable,Refundable,597.10,INR,72,25,0,1,active,2026-08-18T10:00:00+05:30
rtp_bba56a95,rmt_b3a2ad07,half_board,Half Board,895.64,INR,24,0,1,1,active,2026-08-18T10:00:00+05:30
rtp_aa51c9ab,rmt_5ad272e6,breakfast_included,Breakfast Included,509.52,INR,48,0,1,1,active,2026-08-18T10:00:00+05:30
rtp_8eaa5f57,rmt_5ad272e6,non_refundable,Non Refundable,-636.90,INR,0,100,0,1,active,2026-08-18T10:00:00+05:30
rtp_247ad659,rmt_97174185,half_board,Half Board,1576.33,INR,48,25,1,1,active,2026-08-18T10:00:00+05:30
rtp_ba17aaab,rmt_97174185,refundable,Refundable,1050.89,INR,48,10,0,1,active,2026-08-18T10:00:00+05:30
rtp_08026683,rmt_c7feb9b7,non_refundable,Non Refundable,-1460.00,INR,0,100,0,1,active,2026-08-18T10:00:00+05:30
rtp_873fde16,rmt_c7feb9b7,long_stay,Long Stay,-2189.99,INR,24,25,0,3,active,2026-08-18T10:00:00+05:30
rtp_c133b790,rmt_80d53c61,refundable,Refundable,2189.99,INR,48,25,0,1,active,2026-08-18T10:00:00+05:30
rtp_5795144f,rmt_80d53c61,breakfast_included,Breakfast Included,1460.00,INR,48,25,1,1,active,2026-08-18T10:00:00+05:30
rtp_de8fe960,rmt_031c6f90,full_board,Full Board,6540.78,INR,24,25,1,1,active,2026-08-18T10:00:00+05:30
rtp_05cfdbd0,rmt_031c6f90,long_stay,Long Stay,-3503.99,INR,24,25,0,3,active,2026-08-18T10:00:00+05:30
rtp_e32d3b72,rmt_a9cac23c,breakfast_included,Breakfast Included,2569.59,INR,72,0,1,1,active,2026-08-18T10:00:00+05:30
rtp_acc40bf6,rmt_a9cac23c,non_refundable,Non Refundable,-3211.99,INR,0,100,0,1,active,2026-08-18T10:00:00+05:30
rtp_c821e750,rmt_38d11d09,breakfast_included,Breakfast Included,402.67,INR,24,10,1,1,active,2026-08-18T10:00:00+05:30
rtp_fd294184,rmt_38d11d09,refundable,Refundable,604.01,INR,24,25,0,1,active,2026-08-18T10:00:00+05:30
rtp_11ba3039,rmt_3805cbd2,breakfast_included,Breakfast Included,90.60,INR,72,25,1,1,active,2026-08-18T10:00:00+05:30
rtp_7e5193e6,rmt_3805cbd2,refundable,Refundable,135.90,INR,48,10,0,1,active,2026-08-18T10:00:00+05:30
rtp_ec8d5919,rmt_2db0c6c3,full_board,Full Board,2254.96,INR,48,0,1,1,active,2026-08-18T10:00:00+05:30
rtp_14b3b45f,rmt_2db0c6c3,breakfast_included,Breakfast Included,644.27,INR,72,25,1,1,active,2026-08-18T10:00:00+05:30
rtp_870ccfe3,rmt_57ea2198,breakfast_included,Breakfast Included,885.88,INR,48,10,1,1,active,2026-08-18T10:00:00+05:30
rtp_ce77e911,rmt_57ea2198,refundable,Refundable,1328.82,INR,48,0,0,1,active,2026-08-18T10:00:00+05:30
rtp_5bc4ea3c,rmt_605d2d42,long_stay,Long Stay,-559.52,INR,72,0,0,3,active,2026-08-18T10:00:00+05:30
rtp_dbc576ac,rmt_605d2d42,half_board,Half Board,671.42,INR,72,10,1,1,active,2026-08-18T10:00:00+05:30
rtp_9681ac33,rmt_e80871dd,full_board,Full Board,1305.54,INR,48,0,1,1,active,2026-08-18T10:00:00+05:30
rtp_28d4aa97,rmt_e80871dd,long_stay,Long Stay,-699.40,INR,72,25,0,3,active,2026-08-18T10:00:00+05:30
rtp_514ac9ac,rmt_4804f8a1,full_board,Full Board,1671.09,INR,72,10,1,1,active,2026-08-18T10:00:00+05:30
rtp_1ab52df1,rmt_4804f8a1,long_stay,Long Stay,-895.23,INR,48,10,0,3,active,2026-08-18T10:00:00+05:30
rtp_d1a6db84,rmt_f1aa536a,breakfast_included,Breakfast Included,656.50,INR,72,0,1,1,active,2026-08-18T10:00:00+05:30
rtp_13306b43,rmt_f1aa536a,half_board,Half Board,1477.13,INR,72,10,1,1,active,2026-08-18T10:00:00+05:30
rtp_314f4a32,rmt_0b8a155f,full_board,Full Board,1597.45,INR,24,10,1,1,active,2026-08-18T10:00:00+05:30
rtp_c29e231f,rmt_0b8a155f,breakfast_included,Breakfast Included,456.41,INR,72,25,1,1,active,2026-08-18T10:00:00+05:30
rtp_4104f709,rmt_f63f6226,long_stay,Long Stay,-1069.72,INR,24,10,0,3,active,2026-08-18T10:00:00+05:30
rtp_8372f15f,rmt_f63f6226,half_board,Half Board,1283.66,INR,72,10,1,1,active,2026-08-18T10:00:00+05:30
rtp_41b09c00,rmt_1aa74dbb,long_stay,Long Stay,-1369.24,INR,24,10,0,3,active,2026-08-18T10:00:00+05:30
rtp_7f329ea2,rmt_1aa74dbb,full_board,Full Board,2555.92,INR,48,25,1,1,active,2026-08-18T10:00:00+05:30
rtp_4c6fddb7,rmt_799621f4,breakfast_included,Breakfast Included,1004.11,INR,72,10,1,1,active,2026-08-18T10:00:00+05:30
rtp_b2457a3e,rmt_799621f4,full_board,Full Board,3514.39,INR,24,0,1,1,active,2026-08-18T10:00:00+05:30
